HDR_MIC;HDR_MESSAGETYPE;HDR_TOPICID;HDR_PARTITIONID;HDR_OFFSETID;HDR_THREADID;produceTime;consumeTime;versionID;eMM;marketModel;iMSActive;valuationTradeType;aIPType;dynamicCollarReferencePriceSource;dynamicCollarLogic;collarUnhaltDelay;collarMaxUnhaltNb;collarUncrossingExpansionFactor;staticCollarLogic;staticCollarReferencePriceSource;rFEConfirmationPeriod;orderPriceControlReferencePriceSource;offerOnlyAuthorizationIndicator
-;12233A;MTXCREFD;0;3558;K2CDWMTXCREFD;1707914795387611648;10163864345560033015;331;99;7;0;3;3;104;0;3407675109;244;237;1;230;-1537019608;190;27
-;12233A;MTXCREFD;0;3558;K2CDWMTXCREFD;1707914795387611648;10163864345560033015;331;17;1;59;3;0;157;3;448435165;132;85;1;62;-529209297;17;132
-;12233A;MTXCREFD;0;3559;K2CDWMTXCREFD;1707914795390678528;6478073909809470001;331;4;5;209;0;2;25;3;2346347809;7;207;0;247;-391149450;69;45
-;12233A;MTXCREFD;0;3559;K2CDWMTXCREFD;1707914795390678528;6478073909809470001;331;4;5;204;6;1;151;3;244460556;57;129;1;124;1003395540;62;180
-;12233A;MTXCREFD;0;3559;K2CDWMTXCREFD;1707914795390678528;6478073909809470001;331;8;6;174;5;3;98;3;591510025;249;253;0;115;161268892;66;14
-;12233A;MTXCREFD;0;3559;K2CDWMTXCREFD;1707914795390678528;6478073909809470001;331;9;3;112;1;3;179;0;129848816;106;236;1;154;411463219;96;176
-;12233A;MTXCREFD;0;3559;K2CDWMTXCREFD;1707914795390678528;6478073909809470001;331;15;6;98;5;1;62;0;1038760269;27;17;0;76;-1631397842;145;199
-;12233A;MTXCREFD;0;3560;K2CDWMTXCREFD;1707914795393787392;12638887884295125251;331;8;7;180;1;3;69;0;2481401715;7;57;0;25;145114193;85;8
-;12233A;MTXCREFD;0;3560;K2CDWMTXCREFD;1707914795393787392;12638887884295125251;331;4;2;1;4;2;46;2;3026758324;54;226;0;82;452761745;72;157
-;12233A;MTXCREFD;0;3560;K2CDWMTXCREFD;1707914795393787392;12638887884295125251;331;99;7;228;3;1;35;0;333282593;117;223;0;15;204935173;251;20
-;12233A;MTXCREFD;0;3560;K2CDWMTXCREFD;1707914795393787392;12638887884295125251;331;5;4;86;0;2;119;2;87988610;242;30;0;84;-1805756340;98;129
-;12233A;MTXCREFD;0;3560;K2CDWMTXCREFD;1707914795393787392;12638887884295125251;331;5;4;98;1;1;141;2;1463338442;126;;1;47;1182239239;119;141
-;12233A;MTXCREFD;0;3561;K2CDWMTXCREFD;1707914795396847872;9479122084094581578;331;10;2;186;3;0;91;2;167688407;237;230;0;80;-1657200617;144;226
-;12233A;MTXCREFD;0;3561;K2CDWMTXCREFD;1707914795396847872;9479122084094581578;331;7;8;13;2;1;155;0;2053953812;158;71;1;101;-776491392;218;5
-;12233A;MTXCREFD;0;3561;K2CDWMTXCREFD;1707914795396847872;9479122084094581578;331;17;7;185;3;3;223;3;1963585800;37;221;0;91;-355471462;64;61
-;12233A;MTXCREFD;0;3561;K2CDWMTXCREFD;1707914795396847872;9479122084094581578;331;5;2;173;4;3;204;0;3631675300;119;61;1;162;298238494;72;78
-;12233A;MTXCREFD;0;3561;K2CDWMTXCREFD;1707914795396847872;9479122084094581578;331;6;8;22;0;2;95;0;879531211;211;65;1;139;-1086955013;1;124
-;12233A;MTXCREFD;0;3562;K2CDWMTXCREFD;1707914795399922688;7460513849648339731;331;10;6;200;2;1;221;3;4000357031;73;210;1;35;-870867362;212;178
-;12233A;MTXCREFD;0;3562;K2CDWMTXCREFD;1707914795399922688;7460513849648339731;331;15;7;89;2;2;91;2;1738741390;93;245;0;76;-784445662;187;236
-;12233A;MTXCREFD;0;3562;K2CDWMTXCREFD;1707914795399922688;7460513849648339731;331;4;6;175;3;2;0;2;3079671446;149;106;0;205;-1849618905;40;219
-;12233A;MTXCREFD;0;3562;K2CDWMTXCREFD;1707914795399922688;7460513849648339731;331;14;1;88;0;1;202;2;3129597619;168;61;0;182;454178102;220;148
-;12233A;MTXCREFD;0;3562;K2CDWMTXCREFD;1707914795399922688;7460513849648339731;331;15;3;235;5;1;157;0;2299805790;119;56;1;168;1772292630;139;94
-;12233A;MTXCREFD;0;3563;K2CDWMTXCREFD;1707914795402978048;6950720129173282822;331;5;1;81;2;3;87;2;1229836363;17;204;0;154;1896071597;208;31
-;12233A;MTXCREFD;0;3563;K2CDWMTXCREFD;1707914795402978048;6950720129173282822;331;7;1;122;1;1;206;2;4107607950;145;252;0;4;2139317087;22;214
-;12233A;MTXCREFD;0;3563;K2CDWMTXCREFD;1707914795402978048;6950720129173282822;331;10;3;71;0;2;241;2;2974723295;154;199;1;107;1282011591;49;24
-;12233A;MTXCREFD;0;3563;K2CDWMTXCREFD;1707914795402978048;6950720129173282822;331;7;4;5;1;2;145;3;3881081228;12;3;0;70;418496491;197;151
-;12233A;MTXCREFD;0;3563;K2CDWMTXCREFD;1707914795402978048;6950720129173282822;331;10;7;219;1;1;76;3;1056874752;45;89;1;115;1460031704;107;84
-;12233A;MTXCREFD;0;3564;K2CDWMTXCREFD;1707914795406043136;16658226751546214604;331;9;7;117;5;1;172;0;2939792682;29;131;0;235;1828447998;44;65
-;12233A;MTXCREFD;0;3564;K2CDWMTXCREFD;1707914795406043136;16658226751546214604;331;6;4;56;3;0;94;0;3718917563;211;220;1;21;252205854;71;169
-;12233A;MTXCREFD;0;3564;K2CDWMTXCREFD;1707914795406043136;16658226751546214604;331;99;4;125;3;0;64;2;3285360114;252;247;0;27;-1167898946;236;157
-;12233A;MTXCREFD;0;3564;K2CDWMTXCREFD;1707914795406043136;16658226751546214604;331;10;5;68;6;1;12;0;1924906241;163;42;1;169;308680615;60;9
-;12233A;MTXCREFD;0;3564;K2CDWMTXCREFD;1707914795406043136;16658226751546214604;331;5;6;142;6;2;164;2;2661593011;0;209;0;61;867681063;20;91
-;12233A;MTXCREFD;0;3565;K2CDWMTXCREFD;1707914795409122560;5795283870951801835;331;17;2;236;3;0;231;3;1242177156;118;136;0;56;-2071436303;22;215
-;12233A;MTXCREFD;0;3565;K2CDWMTXCREFD;1707914795409122560;5795283870951801835;331;10;6;15;4;0;216;0;791591750;97;113;1;67;755064650;66;39
-;12233A;MTXCREFD;0;3565;K2CDWMTXCREFD;1707914795409122560;5795283870951801835;331;15;2;32;3;2;148;2;1713413185;125;160;0;124;1096386110;194;204
-;12233A;MTXCREFD;0;3565;K2CDWMTXCREFD;1707914795409122560;5795283870951801835;331;11;7;13;0;3;38;3;2228606567;96;33;0;44;-736858197;236;96
-;12233A;MTXCREFD;0;3565;K2CDWMTXCREFD;1707914795409122560;5795283870951801835;331;4;4;19;5;2;147;3;3011786554;43;68;0;209;260272401;56;159
-;12233A;MTXCREFD;0;3566;K2CDWMTXCREFD;1707914795412186368;6765253810857204991;331;5;8;72;6;1;55;0;121599041;64;94;1;127;-16714688;239;74
-;12233A;MTXCREFD;0;3566;K2CDWMTXCREFD;1707914795412186368;6765253810857204991;331;17;3;136;5;2;123;3;2995976375;237;237;1;19;-1648295070;216;153
-;12233A;MTXCREFD;0;3566;K2CDWMTXCREFD;1707914795412186368;6765253810857204991;331;14;8;125;4;1;129;3;3112740700;122;56;1;140;-1993930897;205;48
-;12233A;MTXCREFD;0;3566;K2CDWMTXCREFD;1707914795412186368;6765253810857204991;331;14;3;236;0;1;164;2;2191517850;246;132;0;205;589332326;187;220
-;12233A;MTXCREFD;0;3566;K2CDWMTXCREFD;1707914795412186368;6765253810857204991;331;11;2;221;2;1;58;2;3782033525;40;34;0;;-697322786;71;226
-;12233A;MTXCREFD;0;3567;K2CDWMTXCREFD;1707914795415261952;6107013235344727817;331;17;2;220;2;3;79;2;289431523;123;16;1;224;1612721980;87;45
-;12233A;MTXCREFD;0;3567;K2CDWMTXCREFD;1707914795415261952;6107013235344727817;331;99;3;165;3;3;160;0;3844178694;27;87;1;105;-1883437600;27;213
-;12233A;MTXCREFD;0;3567;K2CDWMTXCREFD;1707914795415261952;6107013235344727817;331;99;2;251;3;3;169;0;199985505;22;106;1;111;1837067966;41;144
-;12233A;MTXCREFD;0;3567;K2CDWMTXCREFD;1707914795415261952;6107013235344727817;331;99;6;246;2;0;191;2;3108311258;212;122;1;90;-777924189;85;233
-;12233A;MTXCREFD;0;3567;K2CDWMTXCREFD;1707914795415261952;6107013235344727817;331;4;7;30;5;2;207;0;4170197845;219;30;1;201;-1748471835;135;152
-;12233A;MTXCREFD;0;3568;K2CDWMTXCREFD;1707914795418360576;3196656143973309859;331;9;8;30;0;1;187;3;516446452;223;172;1;49;2021718968;169;108
-;12233A;MTXCREFD;0;3568;K2CDWMTXCREFD;1707914795418360576;3196656143973309859;331;9;8;123;1;0;92;3;1758901602;153;28;0;147;-1691453916;209;179
-;12233A;MTXCREFD;0;3568;K2CDWMTXCREFD;1707914795418360576;3196656143973309859;331;8;5;136;2;3;150;3;1281029122;85;140;1;38;2004344700;240;16
-;12233A;MTXCREFD;0;3568;K2CDWMTXCREFD;1707914795418360576;3196656143973309859;331;15;1;12;4;3;238;2;218688160;15;191;1;235;-442171639;53;76
-;12233A;MTXCREFD;0;3568;K2CDWMTXCREFD;1707914795418360576;3196656143973309859;331;9;7;113;1;3;32;3;1513650083;241;237;1;64;-1436242489;37;42
-;12233A;MTXCREFD;0;3569;K2CDWMTXCREFD;1707914795421421312;10483338015529357787;331;5;5;154;2;3;39;2;529614263;14;32;1;243;1256335443;228;218
-;12233A;MTXCREFD;0;3569;K2CDWMTXCREFD;1707914795421421312;10483338015529357787;331;14;3;110;1;2;203;2;255995813;137;19;1;86;-1719599824;47;219
-;12233A;MTXCREFD;0;3569;K2CDWMTXCREFD;1707914795421421312;10483338015529357787;331;15;7;69;5;3;104;2;2818711800;109;169;1;176;-1486846806;105;181
-;12233A;MTXCREFD;0;3569;K2CDWMTXCREFD;1707914795421421312;10483338015529357787;331;2;8;165;3;3;192;0;2349433603;164;159;0;53;-15131002;95;71
-;12233A;MTXCREFD;0;3569;K2CDWMTXCREFD;1707914795421421312;10483338015529357787;331;10;5;185;1;0;147;3;3219242926;104;110;0;141;249067184;10;238
-;12233A;MTXCREFD;0;3570;K2CDWMTXCREFD;1707914795424506112;11092760081776138177;331;7;2;34;2;3;11;0;4198371518;229;91;0;247;-1696234740;33;232
-;12233A;MTXCREFD;0;3570;K2CDWMTXCREFD;1707914795424506112;11092760081776138177;331;14;2;131;5;0;168;0;1528943063;73;51;0;229;-656410304;194;68
-;12233A;MTXCREFD;0;3570;K2CDWMTXCREFD;1707914795424506112;11092760081776138177;331;1;2;180;0;0;244;3;728162657;116;240;0;200;1478125362;164;204
-;12233A;MTXCREFD;0;3570;K2CDWMTXCREFD;1707914795424506112;11092760081776138177;331;8;6;200;6;2;174;0;2774145864;169;47;0;166;-634287504;222;121
-;12233A;MTXCREFD;0;3570;K2CDWMTXCREFD;1707914795424506112;11092760081776138177;331;2;8;91;2;2;32;3;3711807066;172;96;0;120;-1043280007;111;236
-;12233A;MTXCREFD;0;3571;K2CDWMTXCREFD;1707914795427568128;18161845147824504639;331;14;1;94;6;1;193;3;2341436400;157;180;1;151;1351930839;227;19
-;12233A;MTXCREFD;0;3571;K2CDWMTXCREFD;1707914795427568128;18161845147824504639;331;1;8;48;2;3;196;2;4133043306;195;159;1;20;-1345730673;181;196
-;12233A;MTXCREFD;0;3571;K2CDWMTXCREFD;1707914795427568128;18161845147824504639;331;99;7;98;0;1;11;2;2537538863;4;1;0;238;-645986973;35;124
-;12233A;MTXCREFD;0;3571;K2CDWMTXCREFD;1707914795427568128;18161845147824504639;331;17;1;199;1;2;199;3;3998790977;164;241;0;128;1197284319;61;28
-;12233A;MTXCREFD;0;3571;K2CDWMTXCREFD;1707914795427568128;18161845147824504639;331;6;5;31;2;3;156;0;3414828179;12;250;1;109;-231556520;118;101
-;12233A;MTXCREFD;0;3572;K2CDWMTXCREFD;1707914795430645248;11112198648478770642;331;8;1;150;4;1;197;3;539109473;63;83;1;18;-707076062;101;86
-;12233A;MTXCREFD;0;3572;K2CDWMTXCREFD;1707914795430645248;11112198648478770642;331;9;4;138;5;0;211;0;1952887125;8;64;0;189;2060658644;38;236
-;12233A;MTXCREFD;0;3572;K2CDWMTXCREFD;1707914795430645248;11112198648478770642;331;15;1;136;4;0;1;0;2574856509;23;190;0;135;1136343090;208;123
-;12233A;MTXCREFD;0;3572;K2CDWMTXCREFD;1707914795430645248;11112198648478770642;331;15;4;151;6;0;;0;1683761190;238;152;1;175;921183120;172;27
-;12233A;MTXCREFD;0;3572;K2CDWMTXCREFD;1707914795430645248;11112198648478770642;331;15;3;73;3;3;43;2;4123308494;106;28;0;140;2112011319;49;38
-;12233A;MTXCREFD;0;3573;K2CDWMTXCREFD;1707914795433705984;16567851642718090095;331;1;5;249;5;1;90;3;2112743058;215;93;1;;-1186136376;51;167
-;12233A;MTXCREFD;0;3573;K2CDWMTXCREFD;1707914795433705984;16567851642718090095;331;5;1;113;3;2;122;2;3323094076;81;200;1;69;-507356968;112;84
-;12233A;MTXCREFD;0;3573;K2CDWMTXCREFD;1707914795433705984;16567851642718090095;331;4;3;17;3;3;37;2;1758171377;123;32;0;215;1854218930;149;241
-;12233A;MTXCREFD;0;3573;K2CDWMTXCREFD;1707914795433705984;16567851642718090095;331;7;8;62;0;2;0;0;1744888566;35;152;0;173;-2107728010;12;107
-;12233A;MTXCREFD;0;3573;K2CDWMTXCREFD;1707914795433705984;16567851642718090095;331;10;7;187;1;0;10;3;3764769116;157;204;0;160;41450688;46;45
-;12233A;MTXCREFD;0;3574;K2CDWMTXCREFD;1707914795436795904;636140848430516271;331;4;7;205;6;2;14;3;389126359;131;167;1;43;1143384846;179;99
-;12233A;MTXCREFD;0;3574;K2CDWMTXCREFD;1707914795436795904;636140848430516271;331;5;4;208;5;3;69;2;1666634768;156;205;0;150;-381414054;27;91
-;12233A;MTXCREFD;0;3574;K2CDWMTXCREFD;1707914795436795904;636140848430516271;331;99;3;155;0;1;149;3;172714301;121;32;1;235;-1925165784;151;128
-;12233A;MTXCREFD;0;3574;K2CDWMTXCREFD;1707914795436795904;636140848430516271;331;1;1;171;6;3;214;0;2048831879;140;181;1;104;2065758744;54;221
-;12233A;MTXCREFD;0;3574;K2CDWMTXCREFD;1707914795436795904;636140848430516271;331;10;2;86;5;1;220;0;3926117316;49;162;1;130;1071330446;176;83
-;12233A;MTXCREFD;0;3575;K2CDWMTXCREFD;1707914795439876096;1379199498940682548;331;15;8;234;1;2;22;0;2821488682;214;122;1;149;-372753143;18;90
-;12233A;MTXCREFD;0;3575;K2CDWMTXCREFD;1707914795439876096;1379199498940682548;331;6;3;66;2;0;91;0;1713414323;51;17;1;136;156303149;158;60
-;12233A;MTXCREFD;0;3575;K2CDWMTXCREFD;1707914795439876096;1379199498940682548;331;7;1;224;3;2;167;3;2798875290;58;103;0;32;-1806136258;100;122
-;12233A;MTXCREFD;0;3575;K2CDWMTXCREFD;1707914795439876096;1379199498940682548;331;6;8;37;6;1;167;0;3048603465;151;231;0;182;-873734095;248;21
-;12233A;MTXCREFD;0;3575;K2CDWMTXCREFD;1707914795439876096;1379199498940682548;331;7;1;87;2;1;77;3;3745547091;232;158;1;77;186131045;181;125
-;12233A;MTXCREFD;0;3576;K2CDWMTXCREFD;1707914795442957568;2043539195935815149;331;10;5;74;4;2;166;3;11569808;5;31;0;225;-529788528;161;193
-;12233A;MTXCREFD;0;3576;K2CDWMTXCREFD;1707914795442957568;2043539195935815149;331;99;7;190;3;3;46;3;3356925122;236;179;0;205;-1860746784;57;139
-;12233A;MTXCREFD;0;3576;K2CDWMTXCREFD;1707914795442957568;2043539195935815149;331;15;5;29;0;2;2;2;3894058613;86;42;1;53;-1508937479;92;177
-;12233A;MTXCREFD;0;3576;K2CDWMTXCREFD;1707914795442957568;2043539195935815149;331;8;2;138;0;1;193;0;3995084276;86;244;0;81;297482940;234;188
-;12233A;MTXCREFD;0;3576;K2CDWMTXCREFD;1707914795442957568;2043539195935815149;331;9;1;27;3;2;191;3;1987749408;106;147;0;130;-727639601;101;179
-;12233A;MTXCREFD;0;3577;K2CDWMTXCREFD;1707914795446022656;3311728881976010899;331;17;1;160;6;2;197;2;925174946;36;160;1;210;2141131507;40;219
-;12233A;MTXCREFD;0;3577;K2CDWMTXCREFD;1707914795446022656;3311728881976010899;331;9;2;251;2;3;148;0;818507316;14;72;0;157;-878739640;81;1
-;12233A;MTXCREFD;0;3577;K2CDWMTXCREFD;1707914795446022656;3311728881976010899;331;17;1;71;6;0;26;0;2954283089;209;23;1;52;-923614691;215;149
-;12233A;MTXCREFD;0;3577;K2CDWMTXCREFD;1707914795446022656;3311728881976010899;331;15;1;46;3;1;194;2;2832628076;210;208;1;149;-705155910;207;184
-;12233A;MTXCREFD;0;3577;K2CDWMTXCREFD;1707914795446022656;3311728881976010899;331;14;8;233;3;3;238;2;3900646940;130;98;1;112;-326994416;104;180
-;12233A;MTXCREFD;0;3578;K2CDWMTXCREFD;1707914795449090048;17068163641730232701;331;17;5;83;5;3;227;3;3741461110;102;54;1;38;-366182401;2;184
-;12233A;MTXCREFD;0;3578;K2CDWMTXCREFD;1707914795449090048;17068163641730232701;331;11;1;114;5;3;200;0;1721784006;202;36;0;186;-147661715;17;156
-;12233A;MTXCREFD;0;3578;K2CDWMTXCREFD;1707914795449090048;17068163641730232701;331;6;2;127;3;1;174;2;3911504034;197;231;1;169;361882010;216;245
-;12233A;MTXCREFD;0;3578;K2CDWMTXCREFD;1707914795449090048;17068163641730232701;331;15;3;26;2;2;60;0;1210031288;92;248;1;21;1721586955;54;126
-;12233A;MTXCREFD;0;3578;K2CDWMTXCREFD;1707914795449090048;17068163641730232701;331;6;5;158;0;3;204;3;3811051741;227;130;0;71;1678855103;64;219
-;12233A;MTXCREFD;0;3579;K2CDWMTXCREFD;1707914795452163328;10028260410498414997;331;7;8;12;4;0;234;2;146648959;103;215;1;211;1509538238;197;38
-;12233A;MTXCREFD;0;3579;K2CDWMTXCREFD;1707914795452163328;10028260410498414997;331;15;3;26;3;1;189;3;2306328608;13;176;0;49;-890263559;65;174
-;12233A;MTXCREFD;0;3579;K2CDWMTXCREFD;1707914795452163328;10028260410498414997;331;14;8;123;0;2;72;0;3911756028;129;198;0;191;876902191;156;90
-;12233A;MTXCREFD;0;3579;K2CDWMTXCREFD;1707914795452163328;10028260410498414997;331;6;1;53;0;2;0;0;3432534903;128;221;1;148;-987960502;183;85
-;12233A;MTXCREFD;0;3579;K2CDWMTXCREFD;1707914795452163328;10028260410498414997;331;2;8;198;5;2;90;3;581703393;41;166;0;12;-1040713050;67;11
-;12233A;MTXCREFD;0;3580;K2CDWMTXCREFD;1707914795455228672;12318344568409390663;331;4;5;103;1;2;34;0;833607431;109;3;1;88;-289666567;244;47
-;12233A;MTXCREFD;0;3580;K2CDWMTXCREFD;1707914795455228672;12318344568409390663;331;6;7;178;2;2;205;2;3299464657;154;232;0;21;2082169788;207;228
-;12233A;MTXCREFD;0;3580;K2CDWMTXCREFD;1707914795455228672;12318344568409390663;331;6;5;193;2;3;76;2;490261916;182;118;1;140;-1917518214;78;23
-;12233A;MTXCREFD;0;3580;K2CDWMTXCREFD;1707914795455228672;12318344568409390663;331;7;3;71;3;2;215;2;1373276378;177;153;1;16;-1523977289;228;30
-;12233A;MTXCREFD;0;3580;K2CDWMTXCREFD;1707914795455228672;12318344568409390663;331;17;8;29;2;3;197;0;2337749874;50;8;0;196;-855283174;210;
-;12233A;MTXCREFD;0;3581;K2CDWMTXCREFD;1707914795458287104;489017653535881224;331;6;2;241;3;1;215;3;3728552049;74;58;1;242;-1265764221;209;177
-;12233A;MTXCREFD;0;3581;K2CDWMTXCREFD;1707914795458287104;489017653535881224;331;15;6;121;5;0;57;2;2913379881;200;248;0;160;168865783;42;107
-;12233A;MTXCREFD;0;3581;K2CDWMTXCREFD;1707914795458287104;489017653535881224;331;9;1;109;2;0;36;3;4247859610;103;136;0;151;-1915973230;69;187
-;12233A;MTXCREFD;0;3581;K2CDWMTXCREFD;1707914795458287104;489017653535881224;331;99;4;96;0;3;173;0;4287295095;105;193;1;228;-721397985;171;82
-;12233A;MTXCREFD;0;3581;K2CDWMTXCREFD;1707914795458287104;489017653535881224;331;5;6;93;4;1;162;0;1194760765;133;158;1;80;1514511510;79;226
-;12233A;MTXCREFD;0;3582;K2CDWMTXCREFD;1707914795461370624;14941127673377211715;331;8;3;64;0;1;188;2;1492736914;189;163;0;120;-2004007685;149;93
-;12233A;MTXCREFD;0;3582;K2CDWMTXCREFD;1707914795461370624;14941127673377211715;331;5;1;110;0;3;149;2;4140933511;10;223;1;96;-1569900803;174;139
-;12233A;MTXCREFD;0;3582;K2CDWMTXCREFD;1707914795461370624;14941127673377211715;331;5;1;135;0;2;23;2;2327347680;68;152;1;149;-1033464160;51;93
-;12233A;MTXCREFD;0;3582;K2CDWMTXCREFD;1707914795461370624;14941127673377211715;331;99;2;13;4;2;96;0;2758961016;163;104;0;11;-396098931;121;89
-;12233A;MTXCREFD;0;3582;K2CDWMTXCREFD;1707914795461370624;14941127673377211715;331;2;3;226;4;0;240;3;2151230094;201;144;1;172;-1831690835;32;161
-;12233A;MTXCREFD;0;3583;K2CDWMTXCREFD;1707914795464420608;7990482125986617055;331;17;8;183;5;2;213;3;3313868613;56;83;0;67;1125288609;188;150
-;12233A;MTXCREFD;0;3583;K2CDWMTXCREFD;1707914795464420608;7990482125986617055;331;6;8;74;2;1;112;2;477282833;91;160;0;94;-38787337;98;202
-;12233A;MTXCREFD;0;3583;K2CDWMTXCREFD;1707914795464420608;7990482125986617055;331;7;1;89;2;1;64;3;2370795230;30;20;1;33;1594715859;208;108
-;12233A;MTXCREFD;0;3583;K2CDWMTXCREFD;1707914795464420608;7990482125986617055;331;1;8;148;2;0;95;2;1517360402;245;145;1;97;-1879451210;167;141
-;12233A;MTXCREFD;0;3583;K2CDWMTXCREFD;1707914795464420608;7990482125986617055;331;9;2;230;2;1;20;2;1663862489;124;81;0;119;522826989;64;253
-;12233A;MTXCREFD;0;3584;K2CDWMTXCREFD;1707914795467508736;8694295660680056984;331;17;2;147;6;2;79;2;3926422278;189;111;1;46;1525453990;15;249
-;12233A;MTXCREFD;0;3584;K2CDWMTXCREFD;1707914795467508736;8694295660680056984;331;7;7;232;4;2;32;0;484031366;204;236;0;172;-517626;186;66
-;12233A;MTXCREFD;0;3584;K2CDWMTXCREFD;1707914795467508736;8694295660680056984;331;15;7;40;1;3;44;2;3873554037;76;171;1;141;526852193;215;68
-;12233A;MTXCREFD;0;3584;K2CDWMTXCREFD;1707914795467508736;8694295660680056984;331;11;4;127;6;2;165;0;1449042577;99;146;1;175;1792539561;226;88
-;12233A;MTXCREFD;0;3584;K2CDWMTXCREFD;1707914795467508736;8694295660680056984;331;99;2;250;0;1;214;3;332163616;209;77;1;185;1086829450;236;91
-;12233A;MTXCREFD;0;3585;K2CDWMTXCREFD;1707914795470598400;6012333683126916784;331;99;5;221;0;1;11;0;261178716;37;121;0;58;718734269;230;2
-;12233A;MTXCREFD;0;3585;K2CDWMTXCREFD;1707914795470598400;6012333683126916784;331;4;3;105;6;0;75;2;3902768782;221;29;0;236;-1168968500;136;96
-;12233A;MTXCREFD;0;3585;K2CDWMTXCREFD;1707914795470598400;6012333683126916784;331;14;6;;4;1;17;3;1101211292;68;170;1;184;-706310675;171;69
-;12233A;MTXCREFD;0;3585;K2CDWMTXCREFD;1707914795470598400;6012333683126916784;331;15;7;79;5;2;102;2;2808149977;218;215;0;239;985300944;150;151
-;12233A;MTXCREFD;0;3585;K2CDWMTXCREFD;1707914795470598400;6012333683126916784;331;7;4;204;6;0;141;2;3996826379;210;27;0;24;2050017155;206;99
-;12233A;MTXCREFD;0;3586;K2CDWMTXCREFD;1707914795473678080;18065218563475186475;331;17;3;71;6;3;175;0;612781022;186;77;0;42;-968154565;90;76
-;12233A;MTXCREFD;0;3586;K2CDWMTXCREFD;1707914795473678080;18065218563475186475;331;2;5;172;2;2;245;3;430590916;102;79;1;224;-22937347;63;54
-;12233A;MTXCREFD;0;3586;K2CDWMTXCREFD;1707914795473678080;18065218563475186475;331;6;1;19;2;3;239;3;3461642920;147;16;1;62;-1818732251;84;188
-;12233A;MTXCREFD;0;3586;K2CDWMTXCREFD;1707914795473678080;18065218563475186475;331;5;7;252;5;1;189;2;2039790522;99;38;1;101;-126810122;203;184
-;12233A;MTXCREFD;0;3586;K2CDWMTXCREFD;1707914795473678080;18065218563475186475;331;6;1;11;3;3;234;0;128203705;8;226;1;232;-2000428017;10;245
-;12233A;MTXCREFD;0;3587;K2CDWMTXCREFD;1707914795476748288;6277646818567662977;331;99;3;102;2;2;176;0;1105221300;164;84;0;13;265103181;113;13
-;12233A;MTXCREFD;0;3587;K2CDWMTXCREFD;1707914795476748288;6277646818567662977;331;8;3;175;4;1;128;0;838596093;2;64;1;97;1828346337;122;190
-;12233A;MTXCREFD;0;3587;K2CDWMTXCREFD;1707914795476748288;6277646818567662977;331;14;5;65;4;1;169;0;1030801949;149;243;1;113;1489811094;81;125
-;12233A;MTXCREFD;0;3587;K2CDWMTXCREFD;1707914795476748288;6277646818567662977;331;9;5;229;1;2;158;0;2988239295;161;164;1;241;633650549;135;104
-;12233A;MTXCREFD;0;3587;K2CDWMTXCREFD;1707914795476748288;6277646818567662977;331;5;6;113;2;2;217;0;2177976059;114;87;1;160;-737426510;93;172
-;12233A;MTXCREFD;0;3588;K2CDWMTXCREFD;1707914795479830528;9814854767489758936;331;10;7;187;5;0;57;2;4110867174;119;144;0;16;-1395635925;156;112
-;12233A;MTXCREFD;0;3588;K2CDWMTXCREFD;1707914795479830528;9814854767489758936;331;8;7;79;0;1;62;0;1480172417;135;210;0;86;765640605;109;247
-;12233A;MTXCREFD;0;3588;K2CDWMTXCREFD;1707914795479830528;9814854767489758936;331;17;2;28;4;2;48;2;1997050764;210;236;1;168;-606978301;139;134
-;12233A;MTXCREFD;0;3588;K2CDWMTXCREFD;1707914795479830528;9814854767489758936;331;7;5;67;6;2;69;3;1068943753;133;63;0;158;-1622410458;223;155
-;12233A;MTXCREFD;0;3588;K2CDWMTXCREFD;1707914795479830528;9814854767489758936;331;99;6;49;3;0;79;3;2765725393;133;180;1;2;1525774434;171;32
-;12233A;MTXCREFD;0;3589;K2CDWMTXCREFD;1707914795482890496;14048520598170377393;331;6;3;236;3;3;225;0;4178749007;67;45;1;51;-1542615558;204;57
-;12233A;MTXCREFD;0;3589;K2CDWMTXCREFD;1707914795482890496;14048520598170377393;331;17;4;45;0;0;85;3;1295538231;85;91;0;196;-204757347;132;32
-;12233A;MTXCREFD;0;3589;K2CDWMTXCREFD;1707914795482890496;14048520598170377393;331;8;1;106;1;3;135;3;3790464419;131;50;0;26;240790134;68;162
-;12233A;MTXCREFD;0;3589;K2CDWMTXCREFD;1707914795482890496;14048520598170377393;331;99;2;77;6;0;134;2;1537956107;123;252;0;239;-1985036202;57;2
-;12233A;MTXCREFD;0;3589;K2CDWMTXCREFD;1707914795482890496;14048520598170377393;331;1;3;7;1;1;41;2;795690667;96;205;0;137;143871878;109;168
-;12233A;MTXCREFD;0;3590;K2CDWMTXCREFD;1707914795485974272;9405479176798021575;331;9;5;132;0;2;138;0;1884776248;63;219;0;230;699920840;65;38
-;12233A;MTXCREFD;0;3590;K2CDWMTXCREFD;1707914795485974272;9405479176798021575;331;9;4;253;5;2;20;3;2059836411;145;65;1;211;613604400;155;182
-;12233A;MTXCREFD;0;3590;K2CDWMTXCREFD;1707914795485974272;9405479176798021575;331;10;4;148;5;3;234;0;1922205890;66;116;0;89;1400262038;129;48
