'768715101':'HDR_MIC': 'ATFX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '266897078074289146', 'ENR_INSTRUMENTGROUPCODE': '8i', 'ENR_OFFICIALSEGMENT': 'jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy', 'ENR_TRADINGCURRENCY': 'eRU', 'ENR_CURRENCYCOEFFICIENT': '3936869548', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '4082490661', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'338709066':'HDR_MIC': 'MOTX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '17295773724827141798', 'ENR_INSTRUMENTGROUPCODE': 'A4', 'ENR_OFFICIALSEGMENT': 'Yd484WmiJB1ncMsdjpMfE0HTf3gzH98sRLJY3K7sJDtxO3CNKF1UtOqhahX4ZGxyetjsCC', 'ENR_TRADINGCURRENCY': 'nRJ', 'ENR_CURRENCYCOEFFICIENT': '4063280419', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '1961639532', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'968476971':'HDR_MIC': 'MOTX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '14314350040313475973', 'ENR_INSTRUMENTGROUPCODE': 'yO', 'ENR_OFFICIALSEGMENT': '8eDcpA7oK5EP9K3MiljtqBR6JGKHXB2SSd18IS3WvcN9aNylqL27mpzDWq6MDFTydNd6Re', 'ENR_TRADINGCURRENCY': 'OD9', 'ENR_CURRENCYCOEFFICIENT': '3962766034', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '1016289431', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'56973008':'HDR_MIC': 'MOTX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '17301910303167248110', 'ENR_INSTRUMENTGROUPCODE': '2o', 'ENR_OFFICIALSEGMENT': 'x6PwoqUwqlqOSv4WkFgnDtA2a1jp8oIdJ1LkQdn8h0pzUP9QT3WTueQJmlx2AVdBzbg9nk', 'ENR_TRADINGCURRENCY': 'w0V', 'ENR_CURRENCYCOEFFICIENT': '466341198', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '3332272734', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'778983872':'HDR_MIC': 'MOTX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '15091849173177922452', 'ENR_INSTRUMENTGROUPCODE': 'Uk', 'ENR_OFFICIALSEGMENT': '4rmtjvMNPNdDdat80PKsOx0KpxipsdvQVYudUaj8nDOBbj9LSbfbZYT8ElJdLthji0Kv7L', 'ENR_TRADINGCURRENCY': 'DMc', 'ENR_CURRENCYCOEFFICIENT': '3083321081', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '695650919', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'941734235':'HDR_MIC': 'MOTX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '11869602853908844477', 'ENR_INSTRUMENTGROUPCODE': '2X', 'ENR_OFFICIALSEGMENT': 'egc5VEg4NBdeIJkP1InRnvlnhVysByGEytZbBwvH7lJAWz4svOT9teMkuCFUHUkAgH2yNZ', 'ENR_TRADINGCURRENCY': 'Tn8', 'ENR_CURRENCYCOEFFICIENT': '918729049', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '3619853397', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'526725252':'HDR_MIC': 'MOTX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '4304038278104595839', 'ENR_INSTRUMENTGROUPCODE': 'bm', 'ENR_OFFICIALSEGMENT': 'cthTYnAm2VXfdsNiky5YLoSlKJbVrSZ5jhjTDUp9eaB9riBAV1Wt4PTdhcD3MoOe5Hihu1', 'ENR_TRADINGCURRENCY': 'ZGz', 'ENR_CURRENCYCOEFFICIENT': '3460919413', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '3053356509', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'840387731':'HDR_MIC': 'MOTX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '13192956387928990247', 'ENR_INSTRUMENTGROUPCODE': 'wn', 'ENR_OFFICIALSEGMENT': 'Qipcwk5vUZ7lo35htMSfmE1nz0C6gtdfQHzhQdQNsZz3OHwPjCWt1KMyeO9GNPHRxYnj0G', 'ENR_TRADINGCURRENCY': 'cwf', 'ENR_CURRENCYCOEFFICIENT': '208099716', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '1312301257', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'293632506':'HDR_MIC': 'MOTX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '12767424291471629292', 'ENR_INSTRUMENTGROUPCODE': 'GX', 'ENR_OFFICIALSEGMENT': 'gYF5Bz7tO0o0UVHldyGTUII682evl8BfB3zpHRuZDsmMyc8J2lSVmmJ9NaOzNdszrO8flp', 'ENR_TRADINGCURRENCY': '11k', 'ENR_CURRENCYCOEFFICIENT': '1367226796', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '3263598576', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'457170075':'HDR_MIC': 'MOTX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '10485897325095811193', 'ENR_INSTRUMENTGROUPCODE': 'aO', 'ENR_OFFICIALSEGMENT': 'Ni9uxUb5Hv3V0U4ZKzsHvcdAAZr0w83UDSr2dwLHWkP9DOGXP7nOVOxVdyU1wISOp38VT8', 'ENR_TRADINGCURRENCY': 'tny', 'ENR_CURRENCYCOEFFICIENT': '4236904595', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '2107208568', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'281877941':'HDR_MIC': 'MOTX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '7106284146521157689', 'ENR_INSTRUMENTGROUPCODE': 'rE', 'ENR_OFFICIALSEGMENT': 'NrJR0T0kAhd0OCKW4ojbaiikKNCoEASVaj7TQEhzIiPagWOrGfsJrPwNTW8UGCiNexH0VX', 'ENR_TRADINGCURRENCY': 'wFp', 'ENR_CURRENCYCOEFFICIENT': '1600758537', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '3578671592', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'921949621':'HDR_MIC': 'MOTX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '694515935385685833', 'ENR_INSTRUMENTGROUPCODE': 'f9', 'ENR_OFFICIALSEGMENT': '7xnfK7PMSRtzdlic1FLgBOXXoXe9X3o3ZmWGI7lHQZF2luoZtr80ngcEBHzX9cadggbNj8', 'ENR_TRADINGCURRENCY': 'gxs', 'ENR_CURRENCYCOEFFICIENT': '2921001201', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '3344064174', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'198522762':'HDR_MIC': 'MOTX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '10280588231320487880', 'ENR_INSTRUMENTGROUPCODE': 'Ge', 'ENR_OFFICIALSEGMENT': 'soLpznB5k8yXf1br5RoljN8WVpqA9Shyjkl1Dl19QbhTScSS6aNrhaq9f2gHH176H029yA', 'ENR_TRADINGCURRENCY': 'zgS', 'ENR_CURRENCYCOEFFICIENT': '3621753574', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '75388575', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'814610997':'HDR_MIC': 'MOTX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '14140019861529400051', 'ENR_INSTRUMENTGROUPCODE': 'em', 'ENR_OFFICIALSEGMENT': 'yqXOEVdPWAD8E7c4Ja2ijpMZ0q4DqgCIcyTDSVJJ05siDOEmOR3inWsTEtiw779Uwv9msC', 'ENR_TRADINGCURRENCY': 'Xfh', 'ENR_CURRENCYCOEFFICIENT': '3292631089', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '2631414048', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'873184920':'HDR_MIC': 'MOTX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '5720535577681147897', 'ENR_INSTRUMENTGROUPCODE': 'ZJ', 'ENR_OFFICIALSEGMENT': 'MLRxcRoTyAjj4iUUGfZQi5Se182yhXLZ0JbJzrQOwSWZYI8NwVpnbp8yLuVUOKFh2Vw13p', 'ENR_TRADINGCURRENCY': 'dsy', 'ENR_CURRENCYCOEFFICIENT': '2996878951', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '4176256316', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'149423575':'HDR_MIC': 'MOTX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '430287363295834731', 'ENR_INSTRUMENTGROUPCODE': 'qh', 'ENR_OFFICIALSEGMENT': 'lyJGXsksPM6KIvyTRVIsJssrVnxgCY9eJscA9Xnj5K574gEIJaRgQRscJVuWX1mIEa3RU7', 'ENR_TRADINGCURRENCY': 'LEV', 'ENR_CURRENCYCOEFFICIENT': '1272361034', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '754422102', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'678028550':'HDR_MIC': 'MOTX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '136383756536745750', 'ENR_INSTRUMENTGROUPCODE': 'sr', 'ENR_OFFICIALSEGMENT': 'bxQ8UbVBAzlauZemwRNH1soWxK57ilCETFdxqehnQLBPoRC0jLYZ8xhwcoZJFbdBltectG', 'ENR_TRADINGCURRENCY': 'MV2', 'ENR_CURRENCYCOEFFICIENT': '860359950', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '4513943', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'857233523':'HDR_MIC': 'MOTX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '425687636301581413', 'ENR_INSTRUMENTGROUPCODE': '3H', 'ENR_OFFICIALSEGMENT': '6bQR81ivF1qIGQVNOz8a36ClObp6rO8Wngwl25Y6NAmHFeN9KJgvJI3K17glAOnnarnoZi', 'ENR_TRADINGCURRENCY': 'RNW', 'ENR_CURRENCYCOEFFICIENT': '279948516', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '246238483', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'682402479':'HDR_MIC': 'MOTX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '14738162350122594880', 'ENR_INSTRUMENTGROUPCODE': '9J', 'ENR_OFFICIALSEGMENT': 't5FqON4msuDdmTI6kSjPOEt0gLi20GST6Fewkgsh8keUP8SsRGu3Z175EpVeNAi6B8r8Gm', 'ENR_TRADINGCURRENCY': 'gYB', 'ENR_CURRENCYCOEFFICIENT': '2295104860', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '3752047070', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'657517808':'HDR_MIC': 'MOTX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '2717021003556715908', 'ENR_INSTRUMENTGROUPCODE': 'Bl', 'ENR_OFFICIALSEGMENT': 'a6i5NmEUr9X9wZ9uWT2OfE5BKbjJ8zaEYcvuOsM8HjCrST57ySjDQvHcwLDjGSFQFoMp48', 'ENR_TRADINGCURRENCY': '1AE', 'ENR_CURRENCYCOEFFICIENT': '2023598337', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '3554670256', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'726810605':'HDR_MIC': 'MOTX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '10967367424687215335', 'ENR_INSTRUMENTGROUPCODE': '2v', 'ENR_OFFICIALSEGMENT': 'W5yenAAoIomWU4kALbRaJMKENpFvG1I9IofaLLylfSITmofckklNWJLwhcjGliIh3jXYYc', 'ENR_TRADINGCURRENCY': 'LVD', 'ENR_CURRENCYCOEFFICIENT': '1587570106', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '2079309820', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'225699642':'HDR_MIC': 'SEDX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '13759351882060585018', 'ENR_INSTRUMENTGROUPCODE': 'tS', 'ENR_OFFICIALSEGMENT': 'Od1uyWz3vPAj5EgoOiGg3A1DQJiAcUbgFwtNVTjv9jGsBEX14oJo1cE4OToxlTtNfrDJKm', 'ENR_TRADINGCURRENCY': 'M4N', 'ENR_CURRENCYCOEFFICIENT': '1316862324', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '4249865977', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'407371549':'HDR_MIC': 'SEDX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '10302757817329576957', 'ENR_INSTRUMENTGROUPCODE': 'Bx', 'ENR_OFFICIALSEGMENT': '3wM7yZo65zxLpsBmhedpbDvyvlw81ITARFsdl2O6V7eLMaCJbEbfb9q2SYU5G55PwjmtaX', 'ENR_TRADINGCURRENCY': 'oRU', 'ENR_CURRENCYCOEFFICIENT': '2178893625', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '3475080591', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'274114089':'HDR_MIC': 'SEDX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '9751561908763964141', 'ENR_INSTRUMENTGROUPCODE': 'vZ', 'ENR_OFFICIALSEGMENT': 'WVpX9nTvqnLWL7jGsWg3tGEjkmayf1FHmlTydihS7tz5kQiPpWegw6lib4mjjDspzCOH7z', 'ENR_TRADINGCURRENCY': 'epL', 'ENR_CURRENCYCOEFFICIENT': '558546678', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '69290684', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'468243658':'HDR_MIC': 'SEDX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '6620225234107763773', 'ENR_INSTRUMENTGROUPCODE': 'NL', 'ENR_OFFICIALSEGMENT': 'ZV8GPH5MLTbH9bG2MxDjgzv0xzRVpA4IVtYyjBDsZENMCyGtBZ1XplZprCI9kKdu9qhIES', 'ENR_TRADINGCURRENCY': 'GHZ', 'ENR_CURRENCYCOEFFICIENT': '1077934047', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '3898597376', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'515238894':'HDR_MIC': 'SEDX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '10246361558492176439', 'ENR_INSTRUMENTGROUPCODE': 'U8', 'ENR_OFFICIALSEGMENT': 'xfBNNZ17Yr78IdQLxJEIwbSnJo8DV6DivuoxwRimLM6Un8c7nUsWEZ5GaDa3y4yI2CMsFX', 'ENR_TRADINGCURRENCY': 'XBj', 'ENR_CURRENCYCOEFFICIENT': '3988664633', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '2951723148', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'493822760':'HDR_MIC': 'SEDX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '7001165310921257812', 'ENR_INSTRUMENTGROUPCODE': 'KK', 'ENR_OFFICIALSEGMENT': 'KbJIjflGiGZjXXW8g0UfZKSqSbrvFIoWreNqAOGUuYasnBu0k4EGgFem07VzYAY6qEPB4I', 'ENR_TRADINGCURRENCY': 'wUC', 'ENR_CURRENCYCOEFFICIENT': '602357629', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '1971263874', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'338352934':'HDR_MIC': 'SEDX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '2783946669380047195', 'ENR_INSTRUMENTGROUPCODE': 'Oa', 'ENR_OFFICIALSEGMENT': 'mQ2VUztgmK2dTmOtt91u678WwI7kf1IAPcHL6T2fMBoCPksBOeTQECumhOOqcw5VIIyf0s', 'ENR_TRADINGCURRENCY': '73x', 'ENR_CURRENCYCOEFFICIENT': '3274536388', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '1881204819', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'576024396':'HDR_MIC': 'SEDX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '4263704605048348022', 'ENR_INSTRUMENTGROUPCODE': 'cc', 'ENR_OFFICIALSEGMENT': '8j7GxDN2u7nU0ZS9Yse5pGydZ7nVz7jftCKUTlFM8xw1Gr7QmQrGm2PvXdKS66GPNZ8MHY', 'ENR_TRADINGCURRENCY': 'Lcr', 'ENR_CURRENCYCOEFFICIENT': '2596924038', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '403912618', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'641399268':'HDR_MIC': 'SEDX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '11214469527078785917', 'ENR_INSTRUMENTGROUPCODE': '6R', 'ENR_OFFICIALSEGMENT': 'lRwk8TR9Sc0KXHiAXt7Y4QXHtl9mm3SSIpeOTNUukiXLFSfJJNd2V1hcljacnetCWVD4mE', 'ENR_TRADINGCURRENCY': 'fLc', 'ENR_CURRENCYCOEFFICIENT': '3922324778', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '2984614128', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'376270613':'HDR_MIC': 'SEDX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '8072011793266017923', 'ENR_INSTRUMENTGROUPCODE': 'ad', 'ENR_OFFICIALSEGMENT': 'gQfwK6xd82vEPEBO62Hr5lnI5lBo4dLQRbuoSIGk90H5pG2D4bw3mZpjQo1Yv253il8J8R', 'ENR_TRADINGCURRENCY': 'btU', 'ENR_CURRENCYCOEFFICIENT': '1516155693', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '687048176', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'177707962':'HDR_MIC': 'SEDX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '10507740887165735935', 'ENR_INSTRUMENTGROUPCODE': 'r7', 'ENR_OFFICIALSEGMENT': '0WccAx4yPuDEK6AsnxM2VgqzVCU02OAwXxFsxvHUUUETdIgTovHqeiqrXD0y6Hzmdab4Z4', 'ENR_TRADINGCURRENCY': 'Fnn', 'ENR_CURRENCYCOEFFICIENT': '2519685314', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '181852641', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'850417414':'HDR_MIC': 'SEDX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '17025639208009389191', 'ENR_INSTRUMENTGROUPCODE': 'BJ', 'ENR_OFFICIALSEGMENT': 'rDsQBv0qWQKHOtFwIw61aMIdZt2oCq7mMKhIXfMBtqTZmhtALIqqbCt3HI1tRHhN58QRn8', 'ENR_TRADINGCURRENCY': 'yKZ', 'ENR_CURRENCYCOEFFICIENT': '3818979563', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '3927492164', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'650176422':'HDR_MIC': 'SEDX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '1225024392578737793', 'ENR_INSTRUMENTGROUPCODE': 'Lu', 'ENR_OFFICIALSEGMENT': '7l2wKT2IudYJgSd7xUGD2fcdDshQAlPY7MWXng33moAoTLjFTyEF09R9irRnV7QlXLBVxQ', 'ENR_TRADINGCURRENCY': 'zyp', 'ENR_CURRENCYCOEFFICIENT': '1087523540', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '1116760316', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'273371376':'HDR_MIC': 'SEDX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '12542800833602624961', 'ENR_INSTRUMENTGROUPCODE': 'yI', 'ENR_OFFICIALSEGMENT': 'Hf9fLzOBmlrkamWAHMwkjOWBQvKSsP9p5uGLaTYehw20VUtMKlX6GODnRU76H2MSQzzETU', 'ENR_TRADINGCURRENCY': 'NDy', 'ENR_CURRENCYCOEFFICIENT': '2458137713', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '3291237633', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'742696025':'HDR_MIC': 'SEDX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '1923596569799240162', 'ENR_INSTRUMENTGROUPCODE': 'YR', 'ENR_OFFICIALSEGMENT': 'MFDMUANVIMKjubSSj2x50ufkIL1e4Rgmj6OsyJa2SEzT7K3LP3jr6h7jIJb0biQz3RjPcR', 'ENR_TRADINGCURRENCY': 'UQl', 'ENR_CURRENCYCOEFFICIENT': '260465426', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '2334806526', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'236162361':'HDR_MIC': 'SEDX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '15646377313048821340', 'ENR_INSTRUMENTGROUPCODE': 'ef', 'ENR_OFFICIALSEGMENT': '6AI2VuKYuSoO6MTaedrvJIrkcsIWwNSpn2C156y1uXoqTfKmFsfMKUzmrfeq2T3RF0ZRDz', 'ENR_TRADINGCURRENCY': 'UEQ', 'ENR_CURRENCYCOEFFICIENT': '756666793', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '1953160713', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
